entity,code,GDP per Capita 1990,GDP per Capita 1991,GDP per Capita 1992,GDP per Capita 1993,GDP per Capita 1994,GDP per Capita 1995,GDP per Capita 1996,GDP per Capita 1997,GDP per Capita 1998,GDP per Capita 1999,GDP per Capita 2000,GDP per Capita 2001,GDP per Capita 2002,GDP per Capita 2003,GDP per Capita 2004,GDP per Capita 2005,GDP per Capita 2006,GDP per Capita 2007,GDP per Capita 2008,GDP per Capita 2009,GDP per Capita 2010,GDP per Capita 2011,GDP per Capita 2012,GDP per Capita 2013,GDP per Capita 2014,GDP per Capita 2015,GDP per Capita 2016,GDP per Capita 2017,GDP per Capita 2018,GDP per Capita 2019,GDP per Capita 2020,GDP per Capita 2021,GDP per Capita 2022,GDP per Capita 2023
Burkina Faso,BFA,332.153276660935,353.206720757378,345.401816823349,348.581211032689,344.371184069503,354.841188502861,383.973583031147,397.838955257373,415.273513470241,433.104727597234,428.309796566198,442.914122870048,448.128856317091,468.263047790124,474.086412333459,499.192797571217,514.113131757062,519.26101218434,533.471299938288,533.470084831931,561.847221302489,581.603658737407,600.731343697818,616.741331164082,624.576885187665,630.124750752312,648.420480176012,669.276310328333,694.492813126351,717.021595096634,713.8421779224,745.472563435144,739.363021191451,744.165760639938
Burundi,BDI,427.030031561228,439.186232093461,431.918861835852,417.919297574139,399.309631526324,346.321302413385,318.395682563648,313.357142719203,322.030961886279,311.230622126912,302.219163799824,300.799882759047,305.4383585397,292.318595090044,295.235119511615,287.030688980174,291.866399549575,290.979116170807,292.793764973044,288.941917826614,289.856950614392,290.948032142504,293.232620547249,296.816900573427,299.077479357732,280.966831311923,274.513363399011,269.47688960656,265.672394335817,261.750180238427,255.078218433565,255.917950730796,253.69164159159,253.530723439042
Cabo Verde,CPV,835.120723175504,826.681399309547,896.519359558541,953.861011115729,1113.93806476467,1248.28104350759,1365.49820603623,1492.01847422507,1652.11117220593,1809.80582624137,2037.31720912714,2051.21733888102,2127.70872296502,2186.89500422765,2379.79636224135,2514.16779255327,2683.83943856892,3056.97102851154,3238.44159287498,3159.58698693977,3194.61667734233,3309.20121643898,3341.7421054836,3361.09387702205,3383.8422809791,3415.06266730931,3560.1400729534,3719.71306047915,3853.67940035241,4115.90283469406,3255.93628984058,3471.6553421786,3997.76763250653,4195.75433916189
Cambodia,KHM,824.051655825488,850.610221172946,862.478030888085,845.382004292362,513.967147968351,520.926883186259,511.670349596777,496.770551311204,499.016649050995,552.901492232515,598.561915252147,632.833573980849,662.188341283454,719.333494240509,775.847139030978,866.340290123209,947.065220050691,1030.23117620792,1090.57475806147,1117.25834194514,1155.85236856699,1221.38839852454,1295.25271477893,1376.29557595926,1464.53115866927,1547.32010444393,1645.46671578126,1753.93530504662,1884.28374817086,2008.32094006706,1908.63427518336,1938.76436741728,2010.76673658328,2083.59301849948
Cameroon,CMR,1360.47765296011,1271.04658608388,1196.85081918895,1070.98275377636,1060.87326552909,1062.01607349987,1077.38925202961,1096.69757735007,1118.50819963079,1138.36298546565,1151.27689302947,1169.92670464984,1189.96707897027,1221.09446141454,1271.74326874167,1264.74345218659,1277.32990712342,1295.73067471287,1295.02211276052,1290.89961351149,1290.9013745759,1297.3064962694,1319.66961634054,1347.2130636706,1381.81938454907,1415.00009710569,1435.61830727839,1444.90682916573,1461.01969999317,1470.31785276187,1434.51913723409,1443.57600237663,1458.66180431693,1466.76885819356
Canada,CAN,31700.5462697892,30654.3331377446,30563.3788184233,31032.7546013139,32074.1562430473,32595.4515181692,32801.3018549155,33867.0079131743,34894.6134280252,36391.5353258957,37906.8601153293,38200.4561131358,38921.6672955178,39270.0234544073,40108.758738975,41006.222931999,41663.5123054377,42106.8724267286,42067.5686998623,40376.4153677037,41164.3399062659,42043.6419607016,42320.6431282192,42851.1705330235,43643.2356474848,43594.1941045394,43551.3426018259,44339.3886692751,44907.3436837248,45100.2914903262,42366.1285192527,44359.6167266713,45227.1447354204,44468.7475023539
Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96066.6290832355,96202.7379415493,93115.3168416314,84001.4215657607,79483.0972813604,78233.0187551876,77074.3890872511,76038.879554035,76104.6215727416,76379.2095108681,77031.8643873625,77717.1752058822,79305.769672996,80714.5718222987,75199.6450417809,77285.7966767064,79587.3887913705,81411.6457813075
Central African Republic,CAF,519.786735961912,500.991150890901,454.148968239471,441.384907508364,448.784442959801,468.150527620686,437.925054761723,448.634663639551,457.148858416438,460.827900216085,437.168928414826,446.658634192083,452.808702217035,418.240532289858,433.825227770233,427.968043155237,439.294330902768,450.762785401893,450.313616886022,492.215398914836,519.141456408484,532.38295493852,553.729578314912,349.821171688973,351.561554911625,366.322853938121,376.858254120398,387.35795131742,395.020015455909,401.82582161435,398.834274122139,396.020622931961,399.106838645128,398.330979969132
Chad,TCD,418.073577118017,437.462532768457,452.837955096819,372.8025112816,401.253269860237,388.702782263829,380.096965706397,387.959417945816,400.89675561707,384.413940597204,368.078261898703,397.356889219968,416.339854809106,458.923045624901,586.537221681774,661.008702427265,641.784341007243,640.337914179992,637.193939261993,640.760736157705,702.835158960433,679.01873437328,713.813698623546,728.044325802741,750.984908083218,747.588448455507,679.167834353956,637.440946195503,631.014596004206,630.861050028594,601.325555951846,574.17448671329,570.220902592433,567.181912180859
Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67622.4698988394,64727.4337756302,65010.9567882113,60866.0849987586,60784.8478914812,61897.0637766157,61852.0736534587,62438.4790204275,63397.7522093386,63864.3737319613,64598.9625102059,58640.7349454753,64272.1114653859,67513.5801037972,69822.9529944005
Chile,CHL,5342.5564679352,5664.52754709787,6196.34617389265,6502.65364930101,6727.66815117552,7222.16380205915,7605.2895299082,8058.94228775841,8287.45061072052,8161.45168851645,8465.35303239198,8632.01482418618,8810.69052729594,9130.7842622047,9642.3747864668,10104.4208387154,10611.6144011853,11051.3450718649,11356.0922102588,11116.4093443974,11649.2897086343,12252.8441071997,12882.8344179443,13182.7329616958,13285.9540361176,13433.9202985339,13505.0977104931,13473.3458532575,13763.0068840877,13630.5935431699,12679.0240036611,14053.8743826368,14272.2709917484,14226.5180749128
China,CHN,905.032457182312,975.462915554045,1100.64611588261,1239.1293732409,1384.93015732283,1520.02946941719,1653.43378890759,1787.76697702905,1909.62232844399,2038.2064740575,2193.89686642215,2359.57238513523,2557.89161202627,2797.17665912283,3061.83317262874,3390.71615945044,3800.76579592591,4319.03139751247,4711.64344921263,5128.90412774381,5647.06872713954,6152.69687271855,6591.66249405644,7056.42309152349,7532.78530130172,8016.44559489998,8516.52874235572,9053.22872461936,9619.20947510677,10155.5108830542,10358.1699971792,11223.2553476968,11555.9302384568,12175.1961147248
Colombia,COL,3714.1849928328,3713.17727535576,3787.5942918216,3912.6590835796,4059.32146113882,4189.72770913999,4198.69126252708,4265.6935185646,4213.82800470051,3967.11339937681,4016.80951748167,4020.50789754842,4058.28493578738,4154.17528523618,4311.91591255233,4457.27537460443,4694.03442939175,4947.25260813108,5048.57187245249,5046.97121757727,5214.24547620131,5517.1011086899,5675.75617978305,5910.80592301166,6121.83982019825,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.95523215403,6457.16921807086,6854.20923557884,6819.17983072755
Comoros,COM,1189.94044420141,1098.65205144104,1167.87724147741,1181.2221252864,1099.25874422534,1119.34066721236,1086.01917467597,1110.49694644593,1105.53626849219,1106.90784619566,1203.65176320696,1206.65692984083,1208.85806145614,1210.73356414137,1210.80066418831,1220.00358435192,1227.29007394321,1212.69668410872,1235.97287268162,1250.90244015699,1272.60723213062,1299.11100609207,1313.58194779807,1343.54690686187,1342.32965963909,1329.37048235986,1345.62616538094,1369.41180288464,1391.84570443398,1389.36488019886,1359.7070894329,1359.76286116275,1368.37463227743,1382.51969363483
"Congo, Dem. Rep.",COD,801.567015056407,710.032087422205,614.369536883349,512.954857325072,470.161734645697,454.200631347294,440.994059132614,409.588064385259,392.136003823522,362.993793858463,327.240142486849,310.380267408895,309.911785375198,317.778121357431,329.3490636773,338.980980805364,346.179697463638,356.886805082139,367.843747648712,366.830226544363,380.578038274352,393.616173563894,407.671076943679,427.458520350728,452.339650501681,467.9145805459,462.47214741215,462.482920889479,473.294077418165,478.632426258904,471.504423341186,484.784649973339,511.299266278693,537.269316970327
"Congo, Rep.",COG,2363.76701814587,2352.52754080776,2346.67913794406,2255.94360801961,2069.79640456567,2092.54337905245,2122.62819294837,2064.7536042465,2095.34403570595,1986.8478922289,2057.01922023551,2056.16505922617,2100.16876714574,2058.88683675038,2058.88402946896,2140.03686200251,2226.0233547376,2004.10103961966,2061.55829880574,2211.31572382028,2332.28508055953,2307.49384399715,2467.06102906839,2390.65754938662,2488.68118548992,2439.35189403696,2174.19310251224,2003.27121075187,1909.9560382117,1885.51080877731,1725.51040049963,1701.79060456872,1686.00234391385,1677.08549205924
Costa Rica,CRI,6037.05111668102,6018.68283701715,6408.20531541453,6693.49083166149,6826.32273425801,6940.83702069434,6871.60941046409,7085.98834302225,7430.1724106288,7584.42136977783,7726.51985682031,7854.2339580182,7989.55926102157,8207.45746763047,8445.52914945791,8655.33965418585,9160.29437453236,9779.51149389818,10104.9092039691,9883.67567046297,10285.0856660419,10612.4694861141,11001.5192856576,11151.1437869768,11422.6735793176,11714.7105980732,12084.4351325634,12468.5654531709,12679.5253643016,12877.650101079,12242.2098908533,13146.6927918465,13686.1614090822,14318.8389652137
Cote d'Ivoire,CIV,1866.0785698741,1794.12062566918,1719.71261335163,1649.47036183619,1598.69239055813,1647.08777075504,1706.97650014485,1801.13163122133,1808.42289027986,1770.86540389357,1717.95385651231,1636.57318705218,1551.27925902838,1441.58801755037,1451.86547141894,1431.73320203111,1437.77453798586,1420.1738958245,1454.62731800082,1473.9183699329,1540.52927270246,1426.46463864534,1503.43433046682,1632.32712787006,1742.53693001178,1814.71855088017,1889.27777949938,1972.81431788947,2013.32307598499,2093.09994335779,2055.08483996432,2146.47635317946,2223.28825303231,2302.7469807991
Croatia,HRV,9753.60487836725,7841.71300282964,7094.46748343981,6490.13978561787,6794.98507074117,7304.45852898653,7857.72262122232,8383.1827782947,8577.21251426078,8541.23941776512,8879.96498049361,9515.40905552687,10061.694309434,10618.9433102196,11058.7184484755,11522.3950059819,12105.053757832,12719.0032844824,12970.9291075827,12099.7971276004,11965.4854792127,11995.1325319122,11780.5330067439,11839.2458156921,11863.8584044911,12285.3032582105,12849.34640034,13485.8816667037,14060.7189510749,14641.2298817935,13544.9715102628,15394.4707328085,16616.3915356348,17147.1660226623
Cuba,CUB,4961.45738860948,4395.45493473446,3861.87437370304,3270.55047645542,3280.38453264476,3348.88763214863,3599.32498555978,3687.42530352589,3680.98418008951,3895.54643322661,4112.26168350671,4229.90309433356,4277.39565642359,4426.96599591833,4670.18802138025,5182.35283601732,5799.41163668615,6215.76603727772,6469.08507847668,6561.25305093006,6716.49048497058,6902.16397571139,7109.24834185635,7307.82004410741,7392.48324633027,7727.91997207998,7774.0698462623,7927.27769340823,8120.43123558256,8124.75282059108,7252.31672155863,7379.01400369289,7552.3170665821,7433.44336192822
Curacao,CUW,..,..,..,..,..,..,..,..,..,..,21523.6458973702,22171.0655460422,22231.8793091625,21840.8913168396,21512.1116035171,21112.3219220136,20913.6630394407,21011.1570622011,21202.4305115575,20952.8998451864,20706.4374577658,20518.0986087103,20277.5111916571,19921.4770634064,19529.5286704975,19361.8130008678,18953.0537415003,18651.4798142441,18355.1767135889,17980.5298376417,14901.2436090623,15787.3376047401,17144.6220682453,18122.8740513221
Cyprus,CYP,17144.396484375,16829.83984375,17928.46484375,17623.208984375,18280.943359375,19453.763671875,19385.2109375,19617.1015625,20562.203125,21349.654296875,22383.865234375,23019.1484375,23604.080078125,23930.669921875,24799.546875,25631.265625,26395.41015625,27156.68359375,27449.04296875,26183.4609375,26090.048828125,25538.78125,24285.49609375,22738.490234375,22581.828125,23487.228515625,24916.6328125,26105.5859375,27406.4765625,28625.779296875,27391.58984375,30227.91796875,32015.3515625,32341.302734375
Czechia,CZE,11900.5844578811,10543.6195998133,10479.4918683842,10475.0849143439,10775.9443888685,11453.380017709,11944.7171470429,11886.3480918471,11850.8396211152,12026.4688074555,12543.9364338645,12958.4667624815,13179.9878099111,13618.9349637214,14259.6334294387,15147.7214429473,16107.3042504372,16892.5428566711,17190.6470317686,16272.8084749422,16665.9317833287,16926.2846655313,16772.3539228258,16759.7808654377,17118.0425569684,17931.5987670768,18359.0978117405,19257.6930673781,19736.629527594,20360.0599218778,19233.1469565497,20373.8783032185,20627.3486496304,20245.6557955904
Denmark,DNK,39306.7939163003,39776.5961662564,40447.232822697,40280.8935829591,42270.6520789912,43328.5293423529,44331.6199506782,45546.5896032205,46437.1921036166,47657.173193571,49266.9882702373,49557.1510075058,49624.5965334337,49708.0908999592,50956.3045506744,52015.1841293483,53823.1590414696,54113.9771443798,53572.5346597284,50635.9117993314,51209.4492636368,51667.5313181951,51470.6898338005,51970.3909405024,52368.3625852985,53094.0133607574,54300.2039530893,55601.0145649906,56355.0733009054,57114.6227285377,55934.5556066994,59803.9202099741,60248.6712302435,61295.9818623394
Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2138.43843074856,2248.59114297989,2376.12554719873,2502.85181449431,2596.45134698268,2677.16701469784,2781.94687224659,2776.54090852115,2860.53793870551,2925.84071784878,3078.28598659063
Dominica,DMA,5019.22928541831,5111.17472955732,5212.72047871724,5317.10554430161,5315.57046066221,5477.30878812707,5652.13588872614,5784.92174395749,6018.45615395774,6062.04155443161,6236.41530652291,6252.78620148137,6068.93653642148,6439.05826661346,6624.08831564742,6659.28779703005,6962.28124307129,7400.18344311927,7926.34888778889,7832.50550012373,7885.76218710203,7846.02849210952,7755.63860249569,7612.33600928235,7899.649940693,7679.83293618857,7983.23571599345,7575.63365328777,7881.43631947783,8351.12522914571,6996.13658633828,7519.49355098053,7984.01911049722,8399.96601368496
Dominican Republic,DOM,2794.13532520508,2763.06618803822,3012.19400765024,3171.38808963786,3192.01963139506,3310.88002146896,3445.55862127293,3686.90570539629,3869.93979841817,4033.87604517725,4154.06265527713,4189.80766076945,4312.88294593947,4194.01788130909,4243.09468795653,4582.67384283375,4940.89563402297,5243.05707628193,5344.93067784953,5327.53279165634,5698.41429685183,5802.84238987035,5886.66561521702,6098.90503670225,6451.88289713534,6819.93225155181,7193.70124923098,7447.94340728752,7882.85726898612,8195.9832061503,7565.84276444044,8406.36934183752,8730.59334982646,8857.40278693789
Ecuador,ECU,3919.71758067093,4000.56819787678,4000.03146191686,3996.99377481811,4087.34069011974,4100.68735341031,4093.84154476335,4192.85523208483,4252.04348649475,3979.19293611513,3953.39879728357,4049.0001889951,4174.89793579965,4220.21298466638,4430.23717984188,4589.32849203452,4706.98056823816,4715.30359842555,4939.90215021789,4909.33681705683,5022.20374387205,5359.45724615639,5579.85624282158,5893.32172683036,6055.04172761485,5976.1596805651,5849.13587933672,6104.27253521751,6063.09567428953,5971.38938386723,5355.68933100132,5836.16760887012,6148.02265521212,6238.15868442687
"Egypt, Arab Rep.",EGY,1972.13789303215,1940.10019358455,1979.02010131221,1989.9792002068,2024.95373805139,2074.8399114013,2133.64804177125,2204.66575942323,2277.28504834543,2361.86425101237,2458.60835003016,2492.03441188721,2498.48121191713,2524.80477192682,2574.42341789124,2635.70305227819,2761.62410769792,2902.06559804963,3052.21297844721,3135.09661303014,3233.84521246786,3222.37650111856,3220.99194203067,3216.3783902629,3235.66246235257,3306.98159414141,3381.22246306207,3452.90961245539,3568.63966286161,3701.2446345188,3770.86947867421,3837.31992324447,4029.78295457978,4111.24924442966
El Salvador,SLV,2348.20460167761,2341.93382299132,2465.75989060719,2574.95134564317,2670.21278543567,2773.32529027549,2775.04629038695,2842.88487409077,2900.32064261101,2946.4330235012,2964.89346881406,2978.59734844669,3016.06307728602,3057.16467629097,3081.23629665234,3163.36118376833,3302.34817354347,3359.1623024135,3420.44927357444,3337.81150878211,3398.49346060363,3514.069144355,3601.44222914588,3665.1547327058,3713.94992016222,3790.34089108162,3875.84691357954,3954.84014277572,4046.16291720583,4143.11437097867,3808.53195436409,4247.54750394978,4349.40019721335,4481.19664108356
Equatorial Guinea,GNQ,366.314404747023,349.352882285968,453.637813917068,485.392231712925,545.595470854948,617.294826128754,989.777266733629,2380.32106827232,2833.33184629343,3423.12126162912,3839.08642737128,5882.85050306586,6604.0054631081,7082.65489186921,9208.60566707162,10212.4545051498,10521.9996774827,11594.9172068456,13048.0703050168,12627.862381545,10984.3243932426,11203.9073679091,11650.7196270884,10731.6455729191,10363.4872473549,9068.91003238645,7971.83401904573,7259.10936454803,6578.90039765711,6018.12066321865,5575.26241511492,5487.92479201992,5524.24312418579,5118.21986148331
Eritrea,ERI,..,..,642.072233527209,705.988405158037,829.915037227268,806.702995328956,838.660572635214,895.033773452053,899.082974199102,886.053679218386,845.132430060544,893.268735439193,889.009113592982,830.379672282601,808.591420184592,809.794793468889,789.402432018085,789.072701743247,693.398874212494,702.430936480778,703.877374381654,751.374899794668,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,9341.22537547479,8637.20576020448,6934.17048877217,6706.55982946596,6738.99897153337,7170.94589348968,7637.25728925951,8732.99024390634,9199.93557043724,9133.895896578,10006.7692608845,10662.9454941852,11474.6621891541,12424.0440209385,13348.5275605242,14703.6175546553,16234.5146051178,17543.4654204,16688.996845909,14274.8506900643,14657.9387698819,15820.9215165125,16460.6838753207,16809.532320526,17413.6860003066,17722.1557669523,18264.9867328144,19270.8138248569,19914.3445867336,20579.875480866,19946.944991505,21351.394868,21080.6519716684,20123.422189306
Eswatini,SWZ,2033.43213786875,1987.74992522957,1975.26202755719,1978.11226164136,2025.82170351005,2125.28547140934,2163.66818696594,2193.58543626071,2221.9722866781,2262.84213156876,2279.16365357531,2282.05736333109,2363.17915443936,2438.16987981592,2511.32070846495,2647.50508593652,2792.13843471862,2899.22020182905,2903.38102850651,2929.97720488048,3023.35956185278,3074.20267496598,3222.72150185206,3329.00880495832,3367.36337022137,3393.53367834668,3492.83223049081,3552.08584648306,3546.53861936884,3687.99051427485,3542.91502785498,3621.25805750801,3582.22100266559,3726.43642993545
Ethiopia,ETH,277.768887497322,247.009335840842,216.292535524802,236.266715425068,235.4623750444,241.526301068537,262.724718922724,262.411339258283,245.504476745904,250.235771300167,257.412698845663,270.451435406907,266.316614456911,252.806674812797,278.648105685268,302.475022727211,325.543392093065,352.360703147014,379.238310448137,401.068729929541,438.78661648794,474.159034335211,500.919355284732,539.072451759433,578.632922927813,621.845673808133,662.32729587522,706.164227289541,734.227726626757,774.512169391667,799.47559497498,822.305881002002,843.643330424579,875.373675519289
Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44623.0315871975,42378.2165335393,42333.5215714088,43946.251738291,47303.8655939098,50120.7530887167,52644.7898999399,52635.0375463609,52757.3960429144,53828.8840634344,54431.4584195231,56026.2538863596,54295.461892057,56484.7026785639,57802.6938270898,58665.1367497255
Fiji,FJI,3414.95056285258,3295.72688644576,3471.43146864921,3522.842312516,3682.000171045,3755.26836957013,3910.82967084971,3785.46688313331,3787.48705593593,4073.37712428347,3960.88906732702,3998.79732825858,4086.10437826539,4087.72452798451,4264.59727631589,4255.45101270987,4295.40683633625,4223.448044469,4240.7726952272,4164.29318567542,4272.35918954633,4375.58089378139,4427.97848460232,4630.35130732961,4883.2430712014,5097.53108832569,5218.85826502641,5500.67845379668,5720.21451226628,5701.10441245577,4729.3813514501,4489.96065328578,5362.78686266554,5736.82889741943
Finland,FIN,31291.522300093,29290.9774397767,28162.3513542459,27807.8614785575,28785.9195252864,29890.5243391864,30883.8348645249,32762.1180296735,34457.4556217234,35886.4949641177,37872.6021506974,38784.1309690781,39343.0700057835,40038.983975519,41521.9628659913,42529.3507188339,44069.3958954602,46213.6899168625,46359.8732961912,42412.5134851925,43556.5386411304,44391.4537002772,43507.9345996826,42883.6385589185,42502.4881250833,42560.3456767103,43529.676196739,44862.2204947012,45337.2411058586,45898.5709888883,44690.9801797392,45818.0762904738,46356.2256378669,45588.5130643088
France,FRA,27992.9751563018,28197.235956819,28482.5194710025,28257.0962436413,28822.5006563247,29379.6158447459,29683.7786060864,30325.5228742678,31256.5073871178,32152.7207413244,33255.1379678188,33640.6738010628,33753.5782919683,33840.6175643619,34557.1471190953,34946.0372441472,35645.416247825,36322.1685116781,36257.3658869458,35052.8510836822,35578.1967958814,36269.9561589984,36161.2918334209,36256.0866889623,36444.3949135827,36702.4323733379,36920.5342871045,37580.5979319486,38062.4435971517,38705.2072997191,35709.204585868,38030.8571728494,38881.2230653186,39117.4845009362
French Polynesia,PYF,25342.1157174355,25766.7638065207,24933.3669552914,24191.2981812085,23405.4942440451,22959.6747923088,22465.2346902156,22081.9651115685,22101.0730319946,22166.3576479058,22529.4204625605,22106.6097058994,21962.7419700283,22085.6312739799,21949.745848647,21690.8777482043,21574.8955072307,21677.9679897729,21522.6426724175,20527.6460736068,19940.1012325915,19267.8068740427,18994.2338194189,18955.8663945498,18953.9227286257,19166.9594761931,19528.9384707459,20317.0801960458,20709.4063003772,21328.0761355656,19811.8102319951,20184.6793974187,21042.0714472319,..
Gabon,GAB,8354.26309000876,8627.38985737905,8138.86821905371,8237.7433874389,8322.61010843084,8514.94009899596,8603.00813400361,8870.12550864019,8949.1211008365,7944.64517936466,7596.09970650519,7556.76995314898,7338.75620613605,7301.67154442842,7148.98713447497,7130.22505771754,6724.08148977274,6908.67399162999,6468.38523357609,6264.83611480154,6481.49612073562,6699.23394606512,6803.22668079211,6938.25753862236,6998.60545439576,7047.12654634355,6991.3251446736,6840.05959347802,6724.5961429108,6817.56879468764,6534.27966529444,6479.0490069252,6527.48207900404,6541.69710787282
"Gambia, The",GMB,658.711165332156,651.229615381431,646.421031932611,641.918738488002,622.551318791124,609.618491441846,605.40992484126,617.297597679527,621.226058231623,642.873705091153,659.911237641141,679.539755947951,640.03893213613,665.834222326194,693.563314497133,658.676285443081,636.596026908866,637.20930597537,657.675679192228,681.433469086571,701.014524591061,625.464360270983,639.139881889048,638.522368532214,611.879472952196,619.536364296461,615.193365494386,628.777299272925,658.127833258563,682.797642940426,670.758642891251,689.49323955737,710.686979216316,727.838723280227
Georgia,GEO,3534.03227732782,2768.81016089293,1513.85017404463,1062.09528080207,966.419596225484,1029.48054628347,1187.123206219,1354.78352202066,1431.79336069224,1503.46298776734,1561.19867638847,1661.83019106421,1768.5970116888,1977.46143338741,2105.00472843799,2321.60084285163,2554.81253503914,2891.13702331846,2970.15858282428,2887.25607935922,3090.06513662318,3362.1030031968,3609.780798626,3806.50600649051,3960.35080091901,4086.6223465965,4225.09154904806,4442.50744127374,4713.65354845303,4975.81148194814,4659.60925318234,5175.19865185825,5736.30449578597,6180.62059946106
Germany,DEU,29747.6909405244,31040.2935628737,31425.647608288,30915.8728851988,31609.1102861092,31990.7949869618,32229.4778702849,32779.2802468879,33461.3192202157,34152.0032256224,35087.0891559515,35601.3628351653,35460.4121336422,35252.9745134977,35670.4870276152,36006.8578105923,37437.3918783337,38570.9146408152,38996.143407627,36927.1920287013,38517.4397860109,40712.6577363042,40829.034893805,40875.0262803178,41588.0763875592,41911.0109851054,42528.0637107828,43520.1864212996,43874.0130936092,44207.6320519514,42362.6472136853,43898.7713167519,44180.4298386996,44336.7775157399
Ghana,GHA,855.319362110805,878.088366524609,889.7585628916,910.155571806573,917.856596442584,933.313550689493,953.730900253175,970.390867038224,991.588232741852,1010.25223011374,1021.63839077699,1034.58177618235,1051.81029306745,1077.0285660206,1107.6143459009,1142.5995744161,1184.52735767503,1204.56621753786,1281.83516442323,1310.81347015195,1380.3675278719,1536.86037125821,1639.51876204035,1717.52646443251,1725.29387642979,1721.69964380717,1739.72659778545,1840.29925048368,1914.26001947098,1998.3081197152,1968.96680139824,2028.78406599559,2066.17306715611,2086.80608066
Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,15438.7936734794,15727.4735693885,15717.0463428435,15374.862548745,15604.0339409517,15857.4162600482,16005.9511612222,16501.0316432034,16973.8293536875,17358.4347248482,18002.9065076414,18742.4235416567,19548.3677232687,20632.2557384172,21688.105121913,21880.5265550864,23220.5324390846,23973.6937033513,23923.8800608727,22878.1346733291,21547.7241895964,19448.2557511168,17924.6620516477,17644.8766792834,17903.5252559978,17980.7298238137,18049.9289175756,18352.0884111283,18769.0390099773,19216.6760037219,17486.9513800415,19232.968382872,20595.4953496212,21139.1916750925
Greenland,GRL,26805.5496974442,26823.378375534,25544.2992633194,24303.8982888635,25604.5956883247,26416.5165028368,26772.6138141762,27117.3732945796,29169.0465812684,29570.9623369365,31614.6188319158,31930.59542585,31475.8212513547,32779.8815112106,34953.9493651873,36681.8055890619,38829.536413942,39896.875364094,42527.6668469766,42899.7441985862,43198.032364358,42994.8790874739,43655.7004664255,43338.3839246907,45545.1429414917,44536.3549705377,46561.7831434013,46597.9452470348,47012.9860350276,48170.7896955512,48139.5825957628,48514.5271286311,..,..
Grenada,GRD,5102.69172981553,5130.48257478522,5046.3110720505,4909.77076444883,4956.32245138997,5026.24215573734,5213.43103712383,5438.0445822801,6036.15899808614,6409.14591451052,6677.1265230922,6509.51660313374,6707.36873532777,7309.78547094579,7233.29494434962,8162.91232124727,7808.24358323434,8257.36225682689,8307.49221491819,7733.12990600058,7670.71165827663,7695.37616017287,7559.5628483956,7688.75297701343,8206.62862112333,8694.12438005692,8983.68397337899,9357.40728883583,9744.16919577204,9785.56040240592,8413.28335500372,8781.46248494156,9406.19337643226,9727.65202554404
Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,29576.221681311,29685.9531745657,31483.8141949558,32520.3729565352,31242.462900947,31385.0475162113,31941.2706025874,31988.7229358255,32644.1484056205,32665.3787483379,33404.9317636913,34044.3190415455,34755.2691107298,35165.7014644795,35373.8483143417,35850.9025520506,35731.2203743081,36830.1264410973,32884.8852646787,33239.4846327875,34627.9862781837,..
Guatemala,GTM,2741.53805312076,2765.88205348329,2823.67204686853,2857.29620540529,2894.43108305437,2958.34831787015,2967.99349123569,3019.28714461763,3089.97586132319,3129.12068042003,3165.93228157771,3166.20341985536,3213.26827919246,3222.15458817212,3250.20396478728,3284.80961952091,3388.14993375257,3527.77816838319,3569.92850622252,3516.19217384009,3546.62571191838,3621.37399118594,3655.57305040072,3717.30452588449,3809.61576365876,3893.50521848131,3924.77882449793,3972.74046152097,4040.21201503384,4139.12191663003,4005.83899021249,4268.29515043474,4385.46451827029,4470.75416315328
Guinea,GIN,548.371534819426,540.622747465388,540.768238017649,551.006742654772,555.962782286148,565.553359749505,574.302865750492,591.77353015526,601.907993085373,611.007685844967,614.137235083638,628.320554864936,650.554963973291,644.071217908894,645.182843390689,651.359606871604,645.472001923653,673.698997420626,684.775780377366,660.756701330284,675.736917327708,696.199991395571,719.505916794546,729.833143236326,738.272274481308,747.356966759448,807.236421043888,867.907502577607,899.907328045175,926.42221954853,945.570903389665,973.646890096159,987.502501465337,1028.47369985676
Guinea-Bissau,GNB,569.169670374215,585.58551396824,574.852002556155,567.860072938098,568.168871993007,578.381849917403,632.160906920913,660.537774707954,502.81554020706,576.330795296558,571.094015178625,585.837980688333,594.040535151552,579.092506821836,572.526464627294,595.94255560187,597.257151722046,597.482020935948,608.958620496925,608.202131879882,625.904027290582,658.953470528116,630.66862302825,634.095456089352,623.610159103365,645.066837207039,662.44946768667,677.466131311367,686.456819839526,707.793673750722,702.120599916994,729.02322186963,745.690895064907,767.044183086551
